"","datetime","city","country","shape"
"15602",2020-01-13,"sallisaw","us","fireball"
"15603",2020-11-03,"telford","us","circle"
"15604",2020-11-03,"hildebran","us","oval"
"15605",2020-01-13,"citrus heights","us","triangle"
"15606",2020-11-03,"ormond beach","us","circle"
"15607",2020-11-03,"las vegas","","unknown"
"15608",2020-11-03,"mcdonough","us","oval"
"15609",2020-01-13,"san antonio","us","triangle"
"15610",2020-01-13,"vaughn (canada)","","cigar"
"15611",2020-01-13,"lisbon","us","unknown"
"15612",2020-11-03,"alice","us","sphere"
"15613",2020-01-13,"seattle","us","light"
"15614",2020-11-03,"san francisco","us","other"
"15615",2020-11-03,"cimarron","us","other"
"15616",2020-01-13,"dunnellon","us","light"
"15617",2020-01-13,"burbank","us","cylinder"
"15618",2020-01-13,"rio piedras","","unknown"
"15619",2020-01-13,"los angeles","us","circle"
"15620",2020-11-03,"grand rapids","us","rectangle"
"15621",2020-11-03,"new york city (manhattan)","us","cylinder"
"15622",2020-01-13,"tucson","us","unknown"
"15623",2020-01-13,"lihue","us","unknown"
"15624",2020-01-13,"laval (canada)","ca","formation"
"15625",2020-11-03,"portland","us","unknown"
"15626",2020-11-03,"benson","us","triangle"
"15627",2020-11-03,"birmingham (uk/england)","gb","circle"
"15628",2020-11-03,"corona","us","other"
"15629",2020-01-13,"stockton","us","triangle"
"15630",2020-11-03,"lake worth","us","triangle"
"15631",2020-01-13,"poland","us","oval"
"15632",2020-11-03,"mullia hill","","triangle"
"15633",2020-01-13,"bonney lake","us","light"
"15634",2020-11-03,"land o&#39lakes","","unknown"
"15635",2020-11-03,"albuquerque","us","rectangle"
"15636",2020-11-03,"jackson","us","triangle"
"15637",2020-11-03,"kings mills","us","light"
"15638",2020-01-13,"las vegas","us","circle"
"15639",2020-11-03,"tellico plains","us","triangle"
"15640",2020-11-03,"pittsburg","us",""
"15641",2020-01-13,"san francisco","us","light"
"15642",2020-01-13,"stanhope","us","light"
"15643",2020-01-13,"hampstead","us","light"
"15644",2020-01-13,"grand prairie","us","rectangle"
"15645",2020-11-03,"golden","us","flash"
"15646",2020-01-13,"gulf of mexico","","disk"
"15647",2020-01-13,"dunstable","us","light"
"15648",2020-11-03,"louisville","us","light"
"15649",2020-11-03,"tucson","us","triangle"
"15650",2020-11-03,"fayetteville","us","rectangle"
"15651",2020-11-03,"batavia","us","light"
"15652",2020-01-13,"conway","us","unknown"
"15653",2020-11-03,"fairview","us","sphere"
"15654",2020-01-13,"long beach","us","other"
"15655",2020-11-03,"glen ellyn","us","egg"
"15656",2020-11-03,"springfield","us","disk"
"15657",2020-01-13,"kendall","us","light"
"15658",2020-01-13,"kendall","us","light"
"15659",2020-01-13,"lock haven","us","sphere"
"15660",2020-01-13,"new york city (manhattan)","us","other"
"15661",2020-01-13,"wildwood crest","us","unknown"
"15662",2020-01-13,"myrtle beach","us","unknown"
"15663",2020-01-13,"ypsilanti","us",""
"15664",2020-01-13,"san francisco","us","sphere"
"15665",2020-11-03,"laurel","us","sphere"
"15666",2020-01-13,"metairie","us","oval"
"15667",2020-01-13,"plano","us","changing"
"15668",2020-01-13,"electra","us","oval"
"15669",2020-01-13,"louisville","us","egg"
"15670",2020-01-13,"montebello","us","fireball"
"15671",2020-01-13,"anza and garner valley (near)","","unknown"
"15672",2020-01-13,"bluffton","","triangle"
"15673",2020-11-03,"oklahoma city","us","other"
"15674",2020-11-03,"wellington","us","disk"
"15675",2020-01-13,"peru","us","light"
"15676",2020-01-13,"laguna niguel","us","circle"
"15677",2020-11-03,"fuquay varina","","light"
"15678",2020-01-13,"gettysburg","us","triangle"
"15679",2020-01-13,"walnut creek","us","diamond"
"15680",2020-01-13,"brunswick","us","circle"
"15681",2020-01-13,"rustington (uk/england)","gb","oval"
"15682",2020-01-13,"gable","us","light"
"15683",2020-01-13,"long beach","us","triangle"
"15684",2020-01-13,"portland","us","egg"
"15685",2020-11-03,"mechanicsburg","us","other"
"15686",2020-01-13,"little neck bay","","changing"
"15687",2020-01-13,"white oak","us","triangle"
"15688",2020-01-13,"ackerman","us","light"
"15689",2020-11-03,"portland","us","sphere"
"15690",2020-11-03,"bellevue","us","other"
"15691",2020-11-03,"enumclaw","us","rectangle"
"15692",2020-11-03,"inglewood","us","rectangle"
"15693",2020-01-13,"clarksburg","us",""
"15694",2020-01-13,"gulf breeze","us","unknown"
"15695",2020-01-13,"denver","us","disk"
"15696",2020-11-03,"muskogee","us","cylinder"
"15697",2020-01-13,"troutdale (south of)","","light"
"15698",2020-11-03,"cedarville","us","fireball"
"15699",2020-01-13,"gregory","us","light"
"15700",2020-11-03,"surprise","us","light"
"15701",2020-11-03,"lake havasu city","us","light"
"15702",2020-11-03,"albany","us","triangle"
"15703",2020-11-03,"canby","us","flash"
"15704",2020-11-03,"albany","us","light"
"15705",2020-11-03,"gilbert","us","unknown"
"15706",2020-01-13,"modesto","us","other"
"15707",2020-11-03,"seffner","us","light"
"15708",2020-11-03,"clayton","us","circle"
"15709",2020-11-03,"charlotte","us","formation"
"15710",2020-01-13,"hampstead","us","circle"
"15711",2020-11-03,"sarasota","us","light"
"15712",2020-11-03,"anahiem","","light"
"15713",2020-11-03,"mechanicville","us","other"
"15714",2020-01-13,"sea of cortez (mexico)","","cylinder"
"15715",2020-11-03,"englewood","us","circle"
"15716",2020-01-13,"ocean","","flash"
"15717",2020-11-03,"gresham","us","light"
"15718",2020-11-03,"woodville","us","unknown"
"15719",2020-11-03,"fort myers beach","us",""
"15720",2020-01-13,"jonesboro","us","sphere"
"15721",2020-11-03,"new york city","us","circle"
"15722",2020-11-03,"venice","us","light"
"15723",2020-11-03,"venice","us","light"
"15724",2020-11-03,"madrid (spain)","","oval"
"15725",2020-11-03,"englewood","us","light"
"15726",2020-11-03,"over many","","other"
"15727",2020-01-13,"basye","us","diamond"
"15728",2020-11-03,"englewood","us","light"
"15729",2020-11-03,"saint stephen","us","flash"
"15730",2020-11-03,"katy","us","triangle"
"15731",2020-01-13,"ogden","us","light"
"15732",2020-01-13,"krum","us","disk"
"15733",2020-01-13,"lincolnshire (uk/england)","gb","circle"
"15734",NA,"panhandle","us","unknown"
"15735",2020-11-03,"albuquerque","us","disk"
"15736",2020-11-03,"albuquerque","us","sphere"
"15737",2020-11-03,"tunica","us","oval"
"15738",2020-11-03,"silver run (westminster)","us","sphere"
"15739",2020-11-03,"silver springs","us",""
"15740",2020-01-13,"camano island","","unknown"
"15741",2020-11-03,"danbury","us","fireball"
"15742",2020-11-03,"knoxville","us","circle"
"15743",2020-11-03,"burbank","us","light"
"15744",2020-01-13,"phoenix","us","changing"
"15745",2020-11-03,"omaha","us","light"
"15746",2020-11-03,"corpus christi","us","cigar"
"15747",2020-01-13,"eureka","us","changing"
"15748",2020-01-13,"orlando","us","sphere"
"15749",2020-11-03,"denton","us","disk"
"15750",2020-01-13,"san diego","us","unknown"
"15751",2020-01-13,"fullerton","us","egg"
"15752",2020-11-03,"buena park","us","fireball"
"15753",2020-01-13,"willard","us","oval"
"15754",2020-11-03,"hood river","us","other"
"15755",2020-11-03,"east wenatchee","us","cone"
"15756",2020-01-13,"malone","us","unknown"
"15757",2020-11-03,"goldendale","us","fireball"
"15758",2020-11-03,"lake odessa","us","changing"
"15759",2020-11-03,"neosho","us","rectangle"
"15760",2020-01-13,"austin","us","diamond"
"15761",2020-11-03,"longwood","us","sphere"
"15762",2020-01-13,"manchester (uk/england)","gb","other"
"15763",2020-11-03,"strasburg","us","flash"
"15764",2020-11-03,"eureka","us","rectangle"
"15765",2020-11-03,"studio city","us","disk"
"15766",2020-11-03,"cedar rapids","us","oval"
"15767",2020-11-03,"elk grove","us","sphere"
"15768",2020-11-03,"kenosha","us","light"
"15769",2020-11-03,"mount pleasant","us","circle"
"15770",2020-11-03,"omaha","us","other"
"15771",2020-11-03,"bertram","us","light"
"15772",2020-11-03,"middletown","us","unknown"
"15773",2020-11-03,"fairmont","us","sphere"
"15774",2020-01-13,"houston","us","sphere"
"15775",2020-11-03,"burbank","us","light"
"15776",2020-11-03,"carrboro","us","triangle"
"15777",2020-11-03,"comanche","us","unknown"
"15778",2020-11-03,"petoskey","us","fireball"
"15779",2020-11-03,"los cabos","","triangle"
"15780",2020-11-03,"milton (canada)","ca","unknown"
"15781",2020-11-03,"mount vernon","us","triangle"
"15782",2020-11-03,"greenville","us","circle"
"15783",2020-11-03,"grand rapids","us","formation"
"15784",2020-01-13,"washoe","","formation"
"15785",2020-11-03,"florissant","us","sphere"
"15786",2020-11-03,"loxahatchee","us","other"
"15787",2020-01-13,"oakley","us","fireball"
"15788",2020-11-03,"yardley","us","light"
"15789",2020-01-13,"auror","","chevron"
"15790",2020-01-13,"ocean view","us","formation"
"15791",2020-11-03,"clayton","us","circle"
"15792",2020-11-03,"des moines","us","fireball"
"15793",2020-11-03,"pawling","us","changing"
"15794",2020-01-13,"monterrey (mexico)","","light"
"15795",2020-01-13,"troy","us","circle"
"15796",2020-11-03,"port of long beach","","circle"
"15797",2020-11-03,"manteca","us","unknown"
"15798",2020-11-03,"cuyahoga falls","us","sphere"
"15799",2020-11-03,"pigeon forge","us","light"
"15800",2020-01-13,"courtenay (canada)","ca","light"
"15801",2020-11-03,"orlando","us","cylinder"
"15802",2020-11-03,"bonney lake","us","light"
"15803",2020-11-03,"boerne","us","circle"
"15804",2020-11-03,"anthony","us","changing"
"15805",2020-11-03,"burns","us","circle"
"15806",2020-11-03,"west haven","","circle"
"15807",2020-11-03,"lacey","us","formation"
"15808",2020-11-03,"fairfield","us","triangle"
"15809",2020-11-03,"bridgewater corners","us","light"
"15810",2020-01-13,"jackson","us","other"
"15811",2020-11-03,"nottingham","us","light"
"15812",2020-11-03,"pampa","us","fireball"
"15813",2020-11-03,"tampa","us","fireball"
"15814",2020-11-03,"wyoming","us","light"
"15815",2020-11-03,"parma","us","fireball"
"15816",2020-11-03,"coos bay","us","light"
"15817",2020-11-03,"deer isle","us","rectangle"
"15818",2020-11-03,"huntsville","us","light"
"15819",2020-11-03,"medford","us","triangle"
"15820",2020-11-03,"palmyra","us","light"
"15821",2020-11-03,"ten mile","us","circle"
"15822",2020-01-13,"candler","us","triangle"
"15823",2020-11-03,"flagstaff","us","changing"
"15824",2020-01-13,"hampton","us","triangle"
"15825",2020-11-03,"huntington","us","cross"
"15826",2020-11-03,"tomah","us","triangle"
"15827",2020-11-03,"littleton (roxborough)","us","chevron"
"15828",2020-01-13,"indian harbour beach","us","fireball"
"15829",2020-11-03,"shively","us","light"
"15830",2020-11-03,"pipe creek","us","sphere"
"15831",2020-11-03,"lebanon/centerville","","light"
"15832",2020-11-03,"middletown","us","circle"
"15833",2020-01-13,"oakland","us","light"
"15834",2020-11-03,"bridgeport","us","rectangle"
"15835",2020-11-03,"front royal","us","light"
"15836",2020-11-03,"kuala lumpur (malaysia)","","changing"
"15837",2020-01-13,"watchung (watchung mountain; viewed from)","us","light"
"15838",2020-01-13,"agawam","us","light"
"15839",2020-01-13,"southwick","us","light"
"15840",2020-01-13,"hugoton","us","flash"
"15841",2020-01-13,"san antonio","us","fireball"
"15842",2020-01-13,"carson","us","sphere"
"15843",2020-01-13,"lorton","us","circle"
"15844",2020-01-13,"henderson/thronton/brighton","","fireball"
"15845",2020-01-13,"sioux city","us","circle"
"15846",2020-01-13,"willow springs","us","chevron"
"15847",2020-01-13,"boone","us","triangle"
"15848",2020-01-13,"greensboro","us","teardrop"
"15849",2020-01-13,"tinley park","us","light"
"15850",2020-01-13,"rushville","us","triangle"
"15851",2020-01-13,"rushville","us","triangle"
"15852",2020-01-13,"clarksburg","us","cigar"
"15853",2020-01-13,"erzincan central (turkey)","","light"
"15854",2020-01-13,"holts summit","us","changing"
"15855",2019-11-04,"boggabri (australia)","au","disk"
"15856",2019-01-14,"algiers (algeria)","","rectangle"
"15857",2019-01-14,"scranton","us","rectangle"
"15858",2019-11-04,"tullahoma","us","disk"
"15859",2019-11-04,"brockport","us","disk"
"15860",2019-01-14,"el paso","us","unknown"
"15861",2019-11-04,"milford haven (uk/england)","gb","circle"
"15862",2019-01-14,"fort lee","","disk"
"15863",2019-01-14,"livingston","us","circle"
"15864",2019-01-14,"derry","us","disk"
"15865",2019-01-14,"assenovgrad (bulgaria)","","light"
"15866",2019-01-14,"so. cal.","",""
"15867",2019-01-14,"ridge","us","unknown"
"15868",2019-01-14,"midvale","us","disk"
"15869",2019-01-14,"moorpark","us","sphere"
"15870",2019-11-04,"chelan","us",""
"15871",2019-01-14,"beaverton","us",""
"15872",2019-11-04,"alfalfa","us",""
"15873",NA,"brockton","us",""
"15874",2019-01-14,"charleston","us",""
"15875",2019-01-14,"chesterfield","us",""
"15876",2019-01-14,"collinsville","us",""
"15877",2019-01-14,"mckinlyville/eureka (near arcata driving)","","disk"
"15878",2019-11-04,"seattle","us","light"
"15879",2019-11-04,"port colborne (canada)","ca","fireball"
"15880",2019-11-04,"albuquerque","us","oval"
"15881",2019-11-04,"plymouth","us","fireball"
"15882",2019-01-14,"litchfield park","us","triangle"
"15883",2019-11-04,"novato/petaluma area","","fireball"
"15884",2019-11-04,"pueblo/colorado springs (between&#44 i-25)","","other"
"15885",2019-11-04,"spruce grove (canada)","ca","cone"
"15886",2019-11-04,"issaquah","us","triangle"
"15887",2019-01-14,"lake wales","us","fireball"
"15888",2019-01-14,"langley","us","formation"
"15889",2019-01-14,"seattle (south&#44 8600 block e marginal way south)","us","oval"
"15890",2019-01-14,"lake stevens","us","fireball"
"15891",2019-11-04,"kent","us","disk"
"15892",NA,"papua new guinea","",""
"15893",2020-11-04,"garland","us","unknown"
"15894",2020-11-04,"yucaipa","us","unknown"
"15895",2020-01-14,"mt. vernon","us","disk"
"15896",2020-01-14,"york mills/leslie (over the intersections of) (canada)","","cigar"
"15897",2020-01-14,"houston","us","disk"
"15898",2020-11-04,"windsor locks","us","light"
"15899",2020-01-14,"charlesbourg (xx&egrave;m rue ouest&#44  qu&eacute;bec)","","rectangle"
"15900",2020-11-04,"sidney","us","circle"
"15901",2020-11-04,"prescott (canada)","ca","circle"
"15902",2020-11-04,"ann arbor","us","light"
"15903",2020-01-14,"louisville","us","light"
"15904",2020-11-04,"scottsdale","us","triangle"
"15905",2020-11-04,"sanibel island","","light"
"15906",2020-01-14,"moses lake","us","diamond"
"15907",2020-11-04,"nashville","us","light"
"15908",2020-11-04,"sacramento","us","disk"
"15909",2020-11-04,"auckland (new zealand)","","light"
"15910",2020-11-04,"norwalk","us","formation"
"15911",2020-01-14,"evergreen","us","light"
"15912",2020-11-04,"dublin","us","cigar"
"15913",2020-11-04,"newhalen","us","light"
"15914",2020-01-14,"paintsville","us",""
"15915",2020-01-14,"paintsville","us","disk"
"15916",2020-11-04,"richmond","us","unknown"
"15917",2020-11-04,"bartow","us","triangle"
"15918",2020-01-14,"hyattsville","us","sphere"
"15919",2020-01-14,"portland","us","triangle"
"15920",2020-11-04,"virginia beach","us","disk"
"15921",2020-01-14,"alexandria","us","formation"
"15922",2020-01-14,"coupeville","us","unknown"
"15923",2020-01-14,"ocean city","us","light"
"15924",2020-11-04,"waldenburg/harrisburg (between)","","triangle"
"15925",2020-11-04,"seattle","us","light"
"15926",2020-01-14,"west bend","",""
"15927",2020-11-04,"california city (east of)","us","light"
"15928",2020-11-04,"phoenxiville","","circle"
"15929",2020-01-14,"boise","us","cigar"
"15930",2020-01-14,"plymouth (uk/england)","gb","light"
"15931",2020-01-14,"capitola","us","cylinder"
"15932",2020-11-04,"wexford","us","cylinder"
"15933",2020-11-04,"poulsbo","us","circle"
"15934",2020-01-14,"northampton (uk/england)","gb","unknown"
"15935",2020-11-04,"rye","us","circle"
"15936",2020-01-14,"wisconsin dells","us","light"
"15937",2020-01-14,"henderson","us","cylinder"
"15938",2020-01-14,"greenwood","us","changing"
"15939",2020-11-04,"greenville","us","light"
"15940",2020-01-14,"ridgefield","us","sphere"
"15941",2020-11-04,"belvidere","us","other"
"15942",2020-01-14,"lorain","us","light"
"15943",2020-01-14,"peru","us","light"
"15944",2020-11-04,"the colony","us","unknown"
"15945",2020-11-04,"ellsinore","us","light"
"15946",2020-11-04,"deming","us","disk"
"15947",2020-11-04,"adelaide (south australia)","au","light"
"15948",2020-11-04,"bowling green (plum springs)","us","unknown"
"15949",2020-11-04,"loveland","us","oval"
"15950",2020-01-14,"grandview","us","oval"
"15951",2020-11-04,"seattle","us","light"
"15952",2020-01-14,"culpeper","us","unknown"
"15953",2020-11-04,"raymore","us","unknown"
"15954",2020-01-14,"pickstown","us","unknown"
"15955",2020-01-14,"kansas city","us","cigar"
"15956",2020-11-04,"college station","us","triangle"
"15957",2020-01-14,"burlington","us","fireball"
"15958",2020-11-04,"buenos aires (argentina)","","other"
"15959",2020-01-14,"manchester (uk/england)","gb","fireball"
"15960",2020-01-14,"dove creek","us","other"
"15961",2020-11-04,"brooks","us","circle"
"15962",2020-11-04,"costa mesa","us","triangle"
"15963",2020-01-14,"mariano lake","us","oval"
"15964",2020-11-04,"roseburg","us","fireball"
"15965",2020-11-04,"marlborough (uk/england)","gb","sphere"
"15966",2020-11-04,"miramar","us","triangle"
"15967",2020-11-04,"pardeeville","us","flash"
"15968",2020-11-04,"brisbane (qld&#44 australia)","au",""
"15969",2020-11-04,"maumee","us","cigar"
"15970",2020-11-04,"kokomo","us","unknown"
"15971",2020-11-04,"las americas (tenerife&#44 canary islands)","","light"
"15972",2020-11-04,"morgantown","us","unknown"
"15973",2020-11-04,"guilford","us","unknown"
"15974",2020-11-04,"collinsville","us","unknown"
