"","datetime","city","country","shape"
"46024",2019-05-01,"ridgefield","us","unknown"
"46025",2019-05-01,"san diego  (u. s. naval base)","us","oval"
"46026",2019-05-01,"wheaton","us","disk"
"46027",2019-05-01,"estill","us","cigar"
"46028",2019-05-01,"new york city (bronx)","us","other"
"46029",2019-05-01,"new york city (p. s. 54)","us","other"
"46030",2019-05-01,"houston","us","disk"
"46031",2019-05-01,"oak ridge","us","disk"
"46032",2019-05-01,"la grange","us","circle"
"46033",2019-05-01,"lewisburg","us","triangle"
"46034",2019-05-01,"cherokee","us","light"
"46035",2019-05-01,"new mexico (rural&#44 northern part of)","","unknown"
"46036",2019-05-01,"moline","us","sphere"
"46037",2019-05-01,"port penn","us","unknown"
"46038",2019-05-01,"gaithersburg","us","disk"
"46039",2019-05-01,"brownfield","us","light"
"46040",2019-05-01,"rockville","us","other"
"46041",2019-05-01,"texas city","us","disk"
"46042",2019-05-01,"ft. bragg","","circle"
"46043",2019-05-01,"franklin","us","oval"
"46044",2019-05-01,"alexandria","us","fireball"
"46045",2019-05-01,"reno","us","disk"
"46046",2019-05-01,"st. thomas","us","diamond"
"46047",2019-05-01,"eastland","us",""
"46048",2019-05-01,"coventry","us","formation"
"46049",2019-05-01,"lakewood","us","triangle"
"46050",2019-05-01,"miami","us","sphere"
"46051",2019-05-01,"jacksonville","us","triangle"
"46052",2019-05-01,"none","","sphere"
"46053",2019-05-01,"yazoo city","us","oval"
"46054",2019-05-01,"bhandara (near nagpur) (india)","","fireball"
"46055",2019-05-01,"des plaines","us","oval"
"46056",2019-05-01,"palatine","us","oval"
"46057",2019-05-01,"winamuccha","","cigar"
"46058",2019-05-01,"freeland","us","other"
"46059",2019-05-01,"denver","us","light"
"46060",NA,"bridgeport","us","disk"
"46061",2019-05-01,"wrightstown","us","light"
"46062",2019-05-01,"big bear lake","us","disk"
"46063",2019-05-01,"gainesville","us","fireball"
"46064",2019-05-01,"pittsburg","us","oval"
"46065",2019-05-01,"seattle","us","disk"
"46066",2019-05-01,"salt lake city","us","cylinder"
"46067",2019-05-01,"boulder","us","fireball"
"46068",2019-05-01,"san diego","us","triangle"
"46069",2019-05-01,"stuttgart/augsburg (germany)","","cylinder"
"46070",2019-05-01,"piscataway","us","disk"
"46071",2019-05-01,"north kansas city","us","other"
"46072",2019-05-01,"washington county (rural)","us","diamond"
"46073",2019-05-01,"chesterfield","us","cylinder"
"46074",2019-05-01,"joliet","us","circle"
"46075",2019-05-01,"glen rose (malvern)","us","triangle"
"46076",2019-05-01,"burnsville","us","rectangle"
"46077",2019-05-01,"harrisburg","us","light"
"46078",2019-05-01,"milwaukee","us","light"
"46079",2019-05-01,"santa cruz","us","other"
"46080",2019-05-01,"north miami","us","circle"
"46081",2019-05-01,"grand island","us","sphere"
"46082",2019-05-01,"lanett","us","light"
"46083",2019-05-01,"wiseman&#39s view (brown mountain)","","circle"
"46084",2019-05-01,"bensalem","us","formation"
"46085",2019-05-01,"jefferson (near)","us","sphere"
"46086",2019-05-01,"vine grove","us","oval"
"46087",2019-05-01,"winslow","us","unknown"
"46088",2019-05-01,"cleveland","us","circle"
"46089",2019-05-01,"houston","us","unknown"
"46090",2019-05-01,"ray center","us","disk"
"46091",2019-05-01,"lemoore/i-5 corridor","","other"
"46092",2019-05-01,"golden shores/topock","","formation"
"46093",2019-05-01,"palo","us","light"
"46094",2019-05-01,"tuttle","us","formation"
"46095",2019-05-01,"east windsor","","teardrop"
"46096",2019-05-01,"kingman","us","flash"
"46097",2019-05-01,"new castle","us","light"
"46098",2019-05-01,"new york city (brooklyn)","us","circle"
"46099",2019-05-01,"escondido","us","cigar"
"46100",2019-05-01,"garden grove","us","sphere"
"46101",2019-05-01,"massapequa","us","other"
"46102",2019-05-01,"milledgeville","us","disk"
"46103",2019-05-01,"coupeville","us","sphere"
"46104",2019-05-01,"mt. olive","","circle"
"46105",2019-05-01,"va&#39vau (tonga)","","sphere"
"46106",2019-05-01,"magnolia","us","cigar"
"46107",2019-05-01,"sky line drive","","light"
"46108",2019-05-01,"wenatchee","us","triangle"
"46109",2019-05-01,"glencoe","us","sphere"
"46110",2019-05-01,"crystal falls","us","triangle"
"46111",2019-05-01,"ocotillo wells (near)","us","fireball"
"46112",2019-05-01,"great falls","us","sphere"
"46113",NA,"sedgley (west midlands) (uk/england)","gb","unknown"
"46114",2019-05-01,"white sands","us","chevron"
"46115",2019-05-01,"killawog","us","light"
"46116",2019-05-01,"sun prairie","us","cross"
"46117",2019-05-01,"brockton","us","triangle"
"46118",2019-05-01,"zanesville","us","unknown"
"46119",2019-05-01,"rochester","us","triangle"
"46120",2019-05-01,"burns (100 miles south of&#44 no city)","us","triangle"
"46121",2019-05-01,"unknown (oh/in border)","","triangle"
"46122",2019-05-01,"la moncada (mexico)","","disk"
"46123",2019-05-01,"butler","us","disk"
"46124",2019-05-01,"corvalis","","triangle"
"46125",2019-05-01,"why","us","light"
"46126",2019-05-01,"cody","us","other"
"46127",2019-05-01,"lumpkin","us","disk"
"46128",2019-05-01,"maysville","us","disk"
"46129",2019-05-01,"torquay (uk/england)","gb","circle"
"46130",2019-05-01,"cedar rapids","us","triangle"
"46131",2019-05-01,"state college","us","flash"
"46132",2019-05-01,"st. petersburg","us","triangle"
"46133",2019-05-01,"kitchener (canada)","ca","triangle"
"46134",2019-05-01,"syracuse","us","unknown"
"46135",2019-05-01,"hardin","us","triangle"
"46136",2019-05-01,"rural (&quot;middle of nowhere&quot;)","","formation"
"46137",2019-05-01,"san diego","us","light"
"46138",2019-05-01,"cordele","us","diamond"
"46139",2019-05-01,"new york city (manhattan)","us","triangle"
"46140",2019-05-01,"cleveland","us","light"
"46141",2019-05-01,"lufkin","us","light"
"46142",2019-05-01,"gwinn","us","triangle"
"46143",2019-05-01,"san bernardino","us","triangle"
"46144",2019-05-01,"snohomish","us","other"
"46145",2019-05-01,"louisville","us","circle"
"46146",2019-05-01,"seattle","us","oval"
"46147",2019-05-01,"moultrie/doerlin (between)","","disk"
"46148",2019-05-01,"terre haute","us","sphere"
"46149",2019-05-01,"lewisburg","us","triangle"
"46150",2019-05-01,"northport","us",""
"46151",2019-05-01,"portales","us","formation"
"46152",2019-05-01,"van buren","us","fireball"
"46153",2019-05-01,"cape canaveral","us","circle"
"46154",2019-05-01,"greenville","us","fireball"
"46155",2019-05-01,"houston","us","light"
"46156",2019-05-01,"sherwood (north of)","us","light"
"46157",2019-05-01,"slinger","us","light"
"46158",2019-05-01,"cleveland","us","diamond"
"46159",2019-05-01,"hollywood (at the i-95 overpass @ hollywood blvd.)","us","teardrop"
"46160",2020-05-01,"new york city","us","flash"
"46161",2020-05-01,"marietta","us","oval"
"46162",2020-05-01,"moreno valley","us","changing"
"46163",2020-05-01,"geneva","us","sphere"
"46164",2020-05-01,"prairieville","us","egg"
"46165",2020-05-01,"hwy 12 (blockhouse road)","","light"
"46166",2020-05-01,"westlake","us","light"
"46167",2020-05-01,"chicago","us","sphere"
"46168",2020-05-01,"little rock","us","triangle"
"46169",2020-05-01,"red shirt (near)","us","light"
"46170",2020-05-01,"west covina","us","other"
"46171",2020-05-01,"coram","us","light"
"46172",2020-05-01,"lajes (portugal)","","other"
"46173",2020-05-01,"meekatharra (western australia)","au","cone"
"46174",2020-05-01,"phoenix","us","disk"
"46175",2020-05-01,"milford","us","cylinder"
"46176",2020-05-01,"henderson","us","unknown"
"46177",2020-05-01,"okeechobee","us","light"
"46178",2020-05-01,"noble","us","rectangle"
"46179",2020-05-01,"elizabeth","us","sphere"
"46180",2020-05-01,"owls head","us","diamond"
"46181",2020-05-01,"glendale","us","light"
"46182",2020-05-01,"rippon","us","other"
"46183",2020-05-01,"rio grande (puerto rico)","us","diamond"
"46184",2020-05-01,"chicago","us","oval"
"46185",2020-05-01,"rossford","us","disk"
"46186",2020-05-01,"birmingham (uk/england)","gb","light"
"46187",2020-05-01,"kuala lumpur (malaysia)","","egg"
"46188",2020-05-01,"sheridan","us","circle"
"46189",2020-05-01,"wichita","us","triangle"
"46190",2020-05-01,"milwaukee","us","formation"
"46191",2020-05-01,"woodbridge","us","changing"
"46192",2020-05-01,"quartzsite","us","sphere"
"46193",2020-05-01,"ashland","us","changing"
"46194",2020-05-01,"wethersfield","us","cylinder"
"46195",2020-05-01,"albert falls (south africa)","","sphere"
"46196",2020-05-01,"wakefield (uk/england)","gb","triangle"
"46197",2020-05-01,"palm springs","us","circle"
"46198",2020-05-01,"seattle (west seattle)","us","other"
"46199",2020-05-01,"seattle (west seattle)","us","triangle"
"46200",2020-05-01,"chilliwack (canada)","ca","light"
"46201",2020-05-01,"buena park","us","sphere"
"46202",2020-05-01,"wauconda","us","light"
"46203",2020-05-01,"arizona city","us","egg"
"46204",2020-05-01,"cleveland","us","cross"
"46205",2020-05-01,"butte","us","triangle"
"46206",2020-05-01,"tonopah (south of)","us","light"
"46207",2020-05-01,"southgate","us","unknown"
"46208",2020-05-01,"orlando","us","sphere"
"46209",2020-05-01,"gardner","","sphere"
"46210",2020-05-01,"bremerton","us","unknown"
"46211",2020-05-01,"cambridge (canada)","ca","disk"
"46212",2020-05-01,"elk","us","triangle"
"46213",2020-05-01,"new york city (brooklyn)","us","sphere"
"46214",2020-05-01,"las vegas","us","light"
"46215",2020-05-01,"enfield","us","triangle"
"46216",2020-05-01,"cotati","us","light"
"46217",2020-05-01,"dunstable (uk/england)","gb","sphere"
"46218",2020-05-01,"helena","us","triangle"
"46219",2020-05-01,"downey","us","formation"
"46220",2020-05-01,"portland","us","light"
"46221",2020-05-01,"portland","us","disk"
"46222",2020-05-01,"portland","us","light"
"46223",2020-05-01,"portland","us","oval"
"46224",2020-05-01,"wayland","us","light"
"46225",2020-05-01,"rochester","us","triangle"
"46226",2020-05-01,"roman nose state park","","other"
"46227",2020-05-01,"independence","us","other"
"46228",2020-05-01,"stevens pass","","other"
"46229",2020-05-01,"luray","us","cigar"
"46230",2020-05-01,"fallbrook","us","changing"
"46231",2020-05-01,"oshawa (canada)","ca","other"
"46232",2020-05-01,"palmdale","us","sphere"
"46233",2020-05-01,"hartlepool (uk/england)","gb","cylinder"
"46234",2020-05-01,"kingsville","us","other"
"46235",2020-05-01,"waxahachie","us","changing"
"46236",2020-05-01,"las vegas","us","diamond"
"46237",2020-05-01,"cartwright","us","light"
"46238",2020-05-01,"san onofre","us","light"
"46239",2020-05-01,"carthage","us","sphere"
"46240",2020-05-01,"wilmington","us","triangle"
"46241",2020-05-01,"canton","us","triangle"
"46242",2020-05-01,"victoria (canada)","ca","light"
"46243",NA,"wallace","us","formation"
"46244",2020-05-01,"fortville","us","light"
"46245",2020-05-01,"birmingham","us","other"
"46246",2020-05-01,"isleta","us","triangle"
"46247",2020-05-01,"china","","other"
"46248",2020-05-01,"new york city (brooklyn)","us","circle"
"46249",2020-05-01,"nevada","us","triangle"
"46250",2020-05-01,"cincinnati","us","disk"
"46251",2020-05-01,"st. augustine","us","diamond"
"46252",2020-05-01,"monument valley","","oval"
"46253",2020-05-01,"crosby","us","circle"
"46254",2020-05-01,"parker","us","circle"
"46255",2020-05-01,"myrtle beach","us","light"
"46256",2020-05-01,"wautoma","us","light"
"46257",2020-05-01,"paddock lake","us","fireball"
"46258",2020-05-01,"gaithersburg","us","triangle"
"46259",2020-05-01,"pinnacle","us","rectangle"
"46260",NA,"uk/england","","cigar"
"46261",2020-05-01,"bakesrsfield","","diamond"
"46262",2020-05-01,"perth (western australia)","au","circle"
"46263",2020-05-01,"kansas city","us","changing"
"46264",2020-05-01,"holts summit","us","disk"
"46265",2020-05-01,"winter haven","us","light"
"46266",2020-05-01,"daleville","us","light"
"46267",2020-05-01,"roseville","us","triangle"
"46268",2020-05-01,"route 81","","other"
"46269",2020-05-01,"carson","us","sphere"
"46270",2020-05-01,"greenfield","us","triangle"
"46271",2020-05-01,"monongahela","us","disk"
"46272",2020-05-01,"albuquerque (near)","us","light"
"46273",2020-05-01,"cedarbrook","","other"
"46274",2020-05-01,"new oxford","us","circle"
"46275",2020-05-01,"zurich (switzerland)","","circle"
"46276",2020-05-01,"spilsby (uk/england)","gb","other"
"46277",2020-05-01,"san  carlos","us","triangle"
"46278",2020-05-01,"fruitland","us","triangle"
"46279",2020-05-01,"newington","us","circle"
"46280",2020-05-01,"san bernardino","us","formation"
"46281",2020-05-01,"naples","us","cigar"
"46282",2020-05-01,"east boston","us","disk"
"46283",2020-05-01,"tularosa","us","unknown"
"46284",2020-05-01,"santa cruz","us","circle"
"46285",2020-05-01,"coolidge (antigua)","","other"
"46286",2020-05-01,"gig harbor","us","light"
"46287",2020-05-01,"hallettsville","us","triangle"
"46288",2020-05-01,"tijeras","us","circle"
"46289",2020-05-01,"edson (canada)","ca","flash"
"46290",2020-05-01,"richmond","us","disk"
"46291",2020-05-01,"dearborn","us","circle"
"46292",2020-05-01,"pocatello","us","light"
"46293",2020-05-01,"richmond","us","formation"
"46294",2020-05-01,"destin (near)","us","cigar"
"46295",2020-05-01,"schaumburg","us","sphere"
"46296",2020-05-01,"san jose","us","sphere"
"46297",2020-05-01,"columbia","us","fireball"
"46298",2020-05-01,"las vegas","us","changing"
"46299",2020-05-01,"sound beach","us","light"
"46300",2020-05-01,"farmington","us","changing"
"46301",2020-05-01,"dayton","us","unknown"
"46302",2020-05-01,"sumter","us","disk"
"46303",2020-05-01,"karnak","us","sphere"
"46304",2020-05-01,"mchenry","us","light"
"46305",2020-05-01,"sandy","","circle"
"46306",2020-05-01,"concord","us","flash"
"46307",2020-05-01,"huntersville","us","rectangle"
"46308",2020-05-01,"prague (czech republic)","","unknown"
"46309",NA,"caradon (uk/england)","","light"
"46310",2020-05-01,"covington","us","sphere"
"46311",2020-05-01,"rockville","us","triangle"
"46312",2020-05-01,"stillwater","us","light"
"46313",2020-05-01,"collegeville","us","unknown"
"46314",2020-05-01,"grass valley","us","other"
"46315",2020-05-01,"new york city (manhattan)","us","flash"
"46316",2020-05-01,"new haven","us","other"
"46317",2020-05-01,"dacula","us","fireball"
"46318",2020-05-01,"elmont","us","triangle"
"46319",2020-05-01,"merrimack","us","sphere"
"46320",2020-05-01,"sauk city","us","oval"
"46321",2020-05-01,"essex junction","us","oval"
"46322",2020-05-01,"towanda","us","fireball"
"46323",2020-05-01,"grand blanc","us",""
"46324",2020-05-01,"toledo","us","oval"
"46325",2020-05-01,"stanardsville","us","flash"
"46326",2020-05-01,"frisco","us","light"
"46327",2020-05-01,"beaverdam","us","other"
"46328",2020-05-01,"boise","us","other"
"46329",2020-05-01,"santa cruz","us","sphere"
"46330",2020-05-01,"honolulu","us","other"
"46331",2020-05-01,"charleston","us","formation"
"46332",2020-05-01,"mesa","us","circle"
"46333",2020-05-01,"st. louis","us","fireball"
"46334",2020-05-01,"cullman","us",""
"46335",2020-05-01,"lynchburg","us","triangle"
"46336",2020-05-01,"huntsville","us","other"
"46337",2020-05-01,"purcellville","us","other"
"46338",2020-05-01,"boaz","us","other"
"46339",2020-05-01,"rock hill","us","formation"
"46340",2020-05-01,"los angeles","us","light"
"46341",2020-05-01,"fyffe","us","unknown"
"46342",2020-05-01,"ringgold","us","other"
"46343",2020-05-01,"belmont","us","formation"
"46344",2020-05-01,"mclean","us","light"
"46345",2020-05-01,"ringgold","us","other"
"46346",2020-05-01,"salem","us","other"
"46347",2020-05-01,"eaton","us",""
"46348",2020-05-01,"north haven","us","circle"
"46349",2020-05-01,"rosedale","us","circle"
"46350",2020-05-01,"maricopa","us","unknown"
"46351",2020-05-01,"mountain home","us","unknown"
"46352",2020-05-01,"loveland","","triangle"
"46353",2020-05-01,"kingston","us","cigar"
"46354",2020-05-01,"chula vista","us","sphere"
"46355",2020-05-01,"ellijay","us","other"
"46356",2020-05-01,"frisco","us","cigar"
"46357",2020-05-01,"flower mound","us","changing"
"46358",2020-05-01,"denton","us","formation"
"46359",2020-05-01,"duluth","us","other"
"46360",2019-05-12,"fort lewis","","triangle"
"46361",2019-05-12,"massapequa park","us","oval"
"46362",2019-05-12,"valparaiso","us","unknown"
"46363",2019-05-12,"valparaiso","us","unknown"
"46364",2019-05-12,"omaha","us","disk"
"46365",2019-05-12,"grapevine","us","egg"
"46366",2019-05-12,"raytown","us","disk"
"46367",2019-05-12,"greenfield","us","light"
"46368",2019-05-12,"edinboro","us","unknown"
"46369",2019-05-12,"altoona","us","disk"
"46370",2019-05-12,"dade city (near)","us","triangle"
"46371",2019-05-12,"wichita falls","us","oval"
"46372",2019-05-12,"st. petersburg (russia)","",""
"46373",2019-05-12,"tazewell","us","oval"
"46374",2019-05-12,"houston","us","triangle"
"46375",2019-05-12,"loughborough&#44 leic (uk/england)","","disk"
"46376",2019-05-12,"mitchell","us",""
"46377",2019-05-12,"winslow","us","disk"
"46378",2019-05-12,"carmichael","us",""
"46379",2019-05-12,"madison","us",""
"46380",2019-05-12,"starkey","us",""
"46381",2019-05-12,"lackland air force base tx","","disk"
"46382",2019-05-12,"ozark","us","cigar"
"46383",2019-05-12,"santa fe","us","chevron"
"46384",2019-05-12,"duarte","us",""
"46385",NA,"edwards afb","",""
"46386",2019-05-12,"idaho falls","us","light"
"46387",2019-05-12,"sewanee","us","sphere"
"46388",2019-05-12,"van alstyne","us","disk"
"46389",2019-05-12,"kelseyville","us",""
"46390",2019-05-12,"santa cruz","us",""
"46391",2019-05-12,"death valley gas station","","oval"
"46392",2019-05-12,"superior","us","circle"
"46393",2019-05-12,"pampa","us","light"
"46394",2019-05-12,"kinston/richlands (between; rt. 258)","","cigar"
"46395",2019-05-12,"chebanse","us","disk"
"46396",2019-05-12,"bloomington","us","light"
"46397",2019-05-12,"potsdam","us","sphere"
"46398",2019-05-12,"salem","us","cylinder"
"46399",2019-05-12,"douglason","","light"
"46400",2020-05-12,"riverside","us",""
"46401",2020-05-12,"molalla","us","disk"
"46402",2020-05-12,"palakkad&#44kerala (india)","","sphere"
"46403",2020-05-12,"portland","us","unknown"
"46404",2020-05-12,"covina","us","other"
"46405",2020-05-12,"milwaukee","us","cone"
"46406",2020-05-12,"melbourne","us","light"
"46407",2020-05-12,"candor","us","other"
"46408",2020-05-12,"defiance","us","light"
"46409",2020-05-12,"miami","us","disk"
"46410",2020-05-12,"columbus","us","circle"
"46411",2020-05-12,"oklahoma city","us","triangle"
"46412",2020-05-12,"mount gambier  (australia)","au","sphere"
"46413",2020-05-12,"susanville","us","sphere"
"46414",2020-05-12,"scappoose","us","triangle"
"46415",2020-05-12,"franklin","us","formation"
"46416",2020-05-12,"los angeles (50 ne of)","us","light"
"46417",2020-05-12,"new york city (staten island)","us","formation"
"46418",2020-05-12,"sunriver","us","triangle"
"46419",2020-05-12,"washington&#44 d.c.","","fireball"
"46420",2020-05-12,"edmond","us","oval"
"46421",2020-05-12,"london (uk/england)","gb","light"
"46422",2020-05-12,"red deer (canada)","ca","triangle"
"46423",2020-05-12,"orlando","us","triangle"
"46424",2020-05-12,"flushing","us","flash"
"46425",2020-05-12,"montreal (canada)","ca","oval"
"46426",2020-05-12,"lake mary","us","light"
"46427",2020-05-12,"newark","us","rectangle"
"46428",2020-05-12,"mexico","","circle"
"46429",2020-05-12,"newport","us","fireball"
"46430",2020-05-12,"clarkston","us","other"
"46431",2020-05-12,"clarkston","us","light"
"46432",2020-05-12,"long beach","us","fireball"
"46433",2020-05-12,"huntington station","us","light"
"46434",2020-05-12,"stevens pass","","light"
"46435",2020-05-12,"yazd (iran)","","triangle"
"46436",2020-05-12,"manassas","us","changing"
"46437",2020-05-12,"dunn","us","unknown"
"46438",2020-05-12,"daytona (south daytona beach)","","light"
"46439",2020-05-12,"panorama city","us","cylinder"
"46440",2020-05-12,"santa monica","us","formation"
"46441",2020-05-12,"brisbane (qld&#44 australia)","au","light"
"46442",2020-05-12,"sun prairie","us","other"
"46443",2020-05-12,"boulder","us","formation"
"46444",2020-05-12,"london (uk/england)","gb","egg"
"46445",2020-05-12,"seattle","us","light"
"46446",2020-05-12,"los angeles","us","unknown"
"46447",2020-05-12,"dublin (republic of ireland)","","cone"
"46448",2020-05-12,"seguin","us","disk"
"46449",2020-05-12,"sydney (nsw&#44 australia)","au","light"
"46450",2020-05-12,"calgary (55km outside) (canada)","ca","cigar"
"46451",2020-05-12,"san diego/national city","","cigar"
"46452",2020-05-12,"honeoye falls","us","disk"
"46453",2020-05-12,"parker","us","disk"
"46454",2020-05-12,"lake wales","us","formation"
"46455",2020-05-12,"ball ground","us","cross"
"46456",2020-05-12,"truckee","us","other"
"46457",2020-05-12,"houston","us","triangle"
"46458",2020-05-12,"lisbon (portugal)","","unknown"
"46459",2020-05-12,"colchester (esses&#44 england)","","light"
"46460",2020-05-12,"cincinnati","us","disk"
"46461",2020-05-12,"pearland","us","circle"
"46462",2020-05-12,"little rock","us","circle"
"46463",2020-05-12,"maple shade","us","circle"
"46464",2020-05-12,"bois d&#39arc","us","sphere"
"46465",2020-05-12,"campbell","us","unknown"
"46466",2020-05-12,"carmichael","us","triangle"
"46467",2020-05-12,"tulsa","us","unknown"
"46468",2020-05-12,"kalimna (australia)","au","fireball"
"46469",2020-05-12,"plano","us","unknown"
"46470",2020-05-12,"lake jocassee","","light"
"46471",2020-05-12,"welwyn garden city (uk/england)","gb","light"
"46472",2020-05-12,"ellisville ballwin wildwood","","disk"
"46473",2020-05-12,"chicago","us","other"
"46474",2020-05-12,"springfield","us","other"
"46475",2020-05-12,"westwood","us","oval"
"46476",2020-05-12,"reno","us","oval"
"46477",2020-05-12,"australian capital territory (australia)","au","triangle"
"46478",2020-05-12,"cagayan de oro (philippines)","","light"
"46479",2020-05-12,"asheville","us","disk"
"46480",2020-05-12,"dublin (republic of ireland)","","flash"
"46481",2020-05-12,"bangor (northern ireland)","","formation"
"46482",2020-05-12,"bangor (northern ireland)","","formation"
"46483",2020-05-12,"madison","us","unknown"
"46484",2020-05-12,"san diego","us","triangle"
"46485",2020-05-12,"hernando","us","flash"
"46486",2020-05-12,"portsmouth","us","light"
"46487",2020-05-12,"river oaks","us","unknown"
"46488",2020-05-12,"mt.olive","","triangle"
"46489",2020-05-12,"scarborough","us","circle"
"46490",2020-05-12,"salt lake city","us","disk"
"46491",2020-05-12,"morris","us","light"
"46492",2020-05-12,"apple valley","us","triangle"
"46493",2020-05-12,"new york city (manhattan)","us","light"
"46494",2020-05-12,"colebrook","us","light"
"46495",2020-05-12,"long beach","us","oval"
"46496",2020-05-12,"nantwich (uk/england)","gb","light"
"46497",2020-05-12,"hull (hull) (uk/england)","gb","other"
"46498",2020-05-12,"napavine (outside of)","us","unknown"
"46499",2020-05-12,"bedlington (uk/england)","gb","other"
"46500",2020-05-12,"wenatchee","us","other"
"46501",2020-05-12,"st. joseph","us","triangle"
"46502",2020-05-12,"palo cedro","us","unknown"
"46503",2020-05-12,"livermore","us","light"
"46504",2020-05-12,"chesapeake","us","fireball"
"46505",2020-05-12,"juncos","","chevron"
"46506",2020-05-12,"keokuk","us","light"
"46507",2020-05-12,"bremerton","us","light"
"46508",2020-05-12,"calgary (canada)","ca","light"
"46509",2020-05-12,"walpole island (canada)","","light"
"46510",2020-05-12,"hood river","us","light"
"46511",2020-05-12,"ballinger","us","diamond"
"46512",2020-05-12,"riverview (canada)","ca","diamond"
"46513",2020-05-12,"amherst","us","unknown"
"46514",NA,"lakewood (village of)","us","light"
"46515",2020-05-12,"alexandria","us","fireball"
"46516",2020-05-12,"phoenix","us","oval"
"46517",2020-05-12,"perryville","us","sphere"
"46518",2020-05-12,"courtenay (canada)","ca","oval"
"46519",2020-05-12,"east dundee","us","fireball"
"46520",2020-05-12,"lake  bluff","us","fireball"
"46521",2020-05-12,"bemidji","us","fireball"
"46522",2020-05-12,"regina (canada)","ca","changing"
"46523",2020-05-12,"kingston","us","light"
"46524",2020-05-12,"devine","us","disk"
"46525",2020-05-12,"vienna","us",""
"46526",2020-05-12,"raynham","us","sphere"
"46527",2020-05-12,"riverside","us","circle"
"46528",2020-05-12,"cleveland","us","oval"
"46529",2020-05-12,"cerritos","us","cigar"
"46530",2020-05-12,"tokyo (japan)","","fireball"
"46531",2020-05-12,"blaine","us","formation"
"46532",2020-05-12,"indianapolis","us","light"
"46533",2020-05-12,"caledonia","us","diamond"
"46534",2020-05-12,"yorktown heights","us","circle"
"46535",2020-05-12,"battle ground","us","oval"
"46536",2020-05-12,"missoula","us","sphere"
"46537",2020-05-12,"tustin","us","light"
"46538",2020-05-12,"north sioux city","us","fireball"
"46539",2020-05-12,"eden prairie","us","circle"
"46540",2020-05-12,"highland village","us","circle"
"46541",2020-05-12,"lebanon","us","formation"
"46542",2020-05-12,"new britain","us","sphere"
"46543",2020-05-12,"pearland","us","circle"
"46544",2020-05-12,"pass christian","us","light"
"46545",2020-05-12,"sioux falls","us","other"
"46546",2020-05-12,"bay minette","us","circle"
"46547",2020-05-12,"edmond","us","oval"
"46548",2020-05-12,"sioux falls","us","circle"
"46549",2020-05-12,"garden city","us","sphere"
"46550",2020-05-12,"hastings","us","unknown"
"46551",2020-05-12,"edmond (northeast of)","us","light"
"46552",2020-05-12,"broken arrow","us","circle"
"46553",2020-05-12,"bourmouth (uk/england)","","light"
"46554",2020-05-12,"chatham","us","fireball"
"46555",2020-05-12,"san diego","us","changing"
"46556",2020-05-12,"victoria (colwood) (canada)","ca","light"
"46557",2020-05-12,"waasis (canada)","","changing"
"46558",2020-05-12,"vienna","us","light"
"46559",2020-05-12,"spokane","us","circle"
"46560",2020-05-12,"joliet","us","formation"
"46561",2020-05-12,"san francisco","us","sphere"
"46562",2020-05-12,"dedham","us","cigar"
"46563",2020-05-12,"talofofo (guam)","","light"
"46564",2020-05-12,"salem","us","circle"
"46565",2020-05-12,"brunswick","us","light"
"46566",2020-05-12,"greenville","us","light"
"46567",2020-05-12,"arches national park","","unknown"
"46568",2020-05-12,"san diego","us","other"
"46569",2020-05-12,"rockford","us","fireball"
"46570",2020-05-12,"ogilvie","us","light"
"46571",2019-05-13,"lake guadalupe (mexico)","","egg"
"46572",2019-05-13,"london (uk/england)","gb","disk"
"46573",2019-05-13,"granite city","us","disk"
"46574",2019-05-13,"sechelt (canada)","ca","disk"
"46575",2019-05-13,"pittsburg","us","unknown"
"46576",2019-05-13,"scottsdale (north of)","us","other"
"46577",2019-05-13,"seattle (west side)","us","triangle"
"46578",2019-05-13,"tampa","us",""
"46579",2019-05-13,"neah bay","us",""
"46580",2019-05-13,"framingham","us",""
"46581",2019-05-13,"black hills","",""
"46582",2019-05-13,"rochester","us",""
"46583",2019-05-13,"edinboro","us","oval"
"46584",2019-05-13,"valley springs","us","teardrop"
"46585",2019-05-13,"petaluma","us","triangle"
"46586",2019-05-13,"cottonwood","us","light"
"46587",2019-05-13,"terre haute","us","triangle"
"46588",2019-05-13,"memphis","us","sphere"
"46589",2019-05-13,"bellevue","us","circle"
"46590",2019-05-13,"neenah","us","circle"
"46591",2019-05-13,"tomahawk","us",""
"46592",2019-05-13,"memphis (century arbor apartments)","us","other"
"46593",2019-05-13,"punta gorda","us","light"
"46594",2019-05-13,"selah","us","light"
"46595",2019-05-13,"marion","us","circle"
"46596",2020-05-13,"federal heights","us","sphere"
"46597",2020-05-13,"talladega","us","other"
"46598",2020-05-13,"independence","us","triangle"
"46599",2020-05-13,"osnabruck (germany)","de","fireball"
"46600",2020-05-13,"auburn","us",""
"46601",2020-05-13,"randall","us","triangle"
"46602",2020-05-13,"vacaville","us","light"
"46603",2020-05-13,"lansing (just west of&#44 on i-96 heading west)","us","light"
"46604",2020-05-13,"brea","us","circle"
"46605",2020-05-13,"reedley","us","other"
"46606",2020-05-13,"ferme-neuve (canada)","ca","cigar"
"46607",2020-05-13,"rugeley (uk/england)","gb","changing"
"46608",2020-05-13,"fort worth","us","light"
"46609",2020-05-13,"dubbo (australia)","au","fireball"
"46610",2020-05-13,"englewood","us","triangle"
